name,category,sub-category,cas,unit,median,mean,std,cv,type
Phosphate,water,ocean,014265-44-2,kilogram,264255937.7463389,271168110.5484274,63571040.98495023,0.2405661781040943,emission
"Radioactive species, alpha emitters",water,surface water,,kilo Becquerel,200068154.5542126,277499499.4628968,304135880.0468819,1.520161370631676,emission
Acrylonitrile,air,,000107-13-1,kilogram,278887166.0970168,280093963.6778001,24755172.17909333,0.08876411390863974,emission
Benzene,air,urban air close to ground,000071-43-2,kilogram,277923372.5908821,280852050.147814,39452084.51621442,0.1419531007717367,emission
Elemental carbon,water,ground-,007440-44-0,kilogram,278892324.2193933,284977008.4495893,47168612.03931374,0.1691283981061024,emission
Elemental carbon,soil,,007440-44-0,kilogram,282753333.6480387,286170713.3756181,45721455.96520281,0.1617008555666235,emission
Sulfuric acid,soil,agricultural,007664-93-9,kilogram,289230913.0666344,292433355.1601228,47983965.79130639,0.1659019268810026,emission
Cyclohexane,water,surface water,000110-82-7,kilogram,270508379.4454724,295829880.3532312,123083102.5416387,0.4550066167782026,emission
Hydrogen sulfide,air,urban air close to ground,007783-06-4,kilogram,292628681.3581368,301782995.6215742,64532985.76818364,0.2205285738522816,emission
Carbetamide,soil,agricultural,016118-49-3,kilogram,288030256.3552558,302873481.3160801,92230216.76278698,0.3202101679520448,emission
"Nickel, ion",water,surface water,014701-22-5,kilogram,427034172.0984499,311333057.5809015,17977224447.02169,42.09785919164605,emission
Thorium-228,air,non-urban air or from high stacks,014274-82-9,kilo Becquerel,309543797.859091,313802204.3515238,37641504.59955344,0.1216031620077506,emission
"Methane, non-fossil",air,,000074-82-8,kilogram,307368852.9254906,314514149.5633824,64805210.0221606,0.2108385719807142,emission
Hydrogen fluoride,air,non-urban air or from high stacks,007664-39-3,kilogram,314261473.1524658,316308062.8049829,27534573.25610626,0.08761676377284626,emission
Nitric oxide,air,,010102-43-9,kilogram,318437642.5004113,320337906.4767664,27520904.22472364,0.08642478322796933,emission
Carbon disulfide,air,non-urban air or from high stacks,000075-15-0,kilogram,318115011.9612653,321154743.6104382,37800863.44777901,0.1188276630352225,emission
Sulfur,water,,007704-34-9,kilogram,321791968.7044706,324199737.4691414,25377109.05006409,0.07886184714998304,emission
Sulfur,soil,agricultural,007704-34-9,kilogram,310298071.1895564,327569956.1383743,84807178.51495552,0.2733087517748317,emission
Chlorate,water,surface water,007790-93-4,kilogram,301279397.1582645,340543994.1742981,142776479.6486275,0.473900575330831,emission
Mineral oil,soil,agricultural,,kilogram,343984415.8957373,345065027.3834791,25893995.27395654,0.07527665230568205,emission
Dimethylamine,air,,000124-40-3,kilogram,347424679.2229432,349936666.3171576,30236463.64269396,0.08703027001513369,emission
Thorium-234,water,surface water,015065-10-8,kilo Becquerel,304304274.5087246,350751040.1900032,180749485.2346767,0.5939761625973956,emission
"Tin, ion",water,"ground-, long-term",022537-50-4,kilogram,315290685.6099699,355064473.9541548,179491761.0520349,0.5692897673294257,emission
Sulfur oxides,air,,,kilogram,307673641.136481,355484888.143505,193844814.2407532,0.6300338681101563,emission
Protactinium-234,water,surface water,015100-28-4,kilo Becquerel,316181953.6873118,355536394.163463,182938537.6645349,0.578586271389328,emission
Propane,air,non-urban air or from high stacks,000074-98-6,kilogram,346730357.5041876,358602844.0917319,73842672.31576528,0.2129685812551716,emission
Dissolved solids,water,surface water,,kilogram,358446442.2184864,360981805.840616,40049255.96775733,0.1117300975841345,emission
Nitrogen,water,surface water,007727-37-9,kilogram,369458800.438239,371209501.2760009,26556018.85075594,0.0718781602150392,emission
Hexane,air,urban air close to ground,000110-54-3,kilogram,370656072.0547714,373208848.0846397,42079710.5755906,0.1135276439485188,emission
Monoethanolamine,air,urban air close to ground,000141-43-5,kilogram,358789691.6149321,376936723.2070757,122567890.9822863,0.3416148619839146,emission
Zinc-65,water,surface water,013982-39-3,kilo Becquerel,394968164.1463258,395904234.4354159,13367728.23873712,0.0338450777865345,emission
Aluminium,water,,007429-90-5,kilogram,331450393.1414818,396050020.3575988,246294109.2528622,0.7430798525187747,emission
Bromide,water,surface water,024959-67-9,kilogram,334760520.9031173,396647083.987821,261558707.6975936,0.7813308062490769,emission
Boron,water,"ground-, long-term",007440-42-8,kilogram,311121359.2444077,397232627.9185846,326548219.1279248,1.049584701998548,emission
"Calcium, ion",water,ground-,014127-61-8,kilogram,390658753.9158775,403775763.6720271,84554432.66763005,0.2164406449876651,emission
Propane,air,urban air close to ground,000074-98-6,kilogram,400551223.9420912,408252691.3541028,67676231.21753299,0.1689577441593766,emission
Cesium-137,water,surface water,010045-97-3,kilo Becquerel,408042844.3644753,408722344.0107805,18484674.85686247,0.04530081855902231,emission
Nitrogen,water,,007727-37-9,kilogram,403961908.3226827,411655682.2789741,74167554.7690908,0.1836003673639598,emission
"Tin, in ground",natural resource,in ground,007440-31-5,kilogram,410587772.05074,411945229.0512964,43386198.78464102,0.1056685116752074,natural resource
"Transformation, from permanent crop, non-irrigated, intensive",natural resource,land,,square meter,404469999.1219357,412361611.1865703,91754815.1736895,0.2268519676932284,natural resource
Fluoride,water,ocean,016984-48-8,kilogram,408759989.5332488,424069357.2484055,100247186.4661902,0.2452470619266323,emission
Barite,water,,007727-43-7,kilogram,430124620.7640094,430111592.4141814,1295569.497296351,0.003012079371311258,emission
Glyphosate,soil,agricultural,001071-83-6,kilogram,430344117.651412,433168420.4004154,29497607.49367973,0.06854423305391483,emission
Dinitrogen monoxide,air,,010024-97-2,kilogram,427850337.9005747,437930207.4046058,65443839.17514881,0.1529596528923552,emission
Thorium-232,air,"low population density, long-term",007440-29-1,kilo Becquerel,391609478.7375474,438176075.134613,223910654.2773951,0.5717702620458217,emission
"Transformation, to permanent crop, non-irrigated, intensive",natural resource,land,,square meter,431850404.6666218,441010598.6299668,87996944.03260095,0.2037671913275906,natural resource
"Iron, ion",water,,015438-31-0,kilogram,393465802.3260059,442300724.2023361,193688761.9342346,0.4922632685972385,emission
"Oils, unspecified",water,,,kilogram,426772727.1650047,454451169.770175,133873645.3587526,0.3136883798738915,emission
Uranium-234,water,surface water,013966-29-5,kilo Becquerel,357108215.8104637,454453843.2773818,415376760.7554215,1.163167752421255,emission
Carbon-14,water,surface water,014762-75-5,kilo Becquerel,458363373.1325471,459045563.4171542,17380741.15495811,0.03791913179313314,emission
"Hydrocarbons, aliphatic, unsaturated",air,urban air close to ground,,kilogram,450199281.9772152,460551148.1056561,75159989.4713289,0.1669482659795374,emission
Hydrogen sulfide,water,ground-,007783-06-4,kilogram,456523851.9565229,463823972.9647703,69522788.96981223,0.1522873091337038,emission
Thorium-232,air,non-urban air or from high stacks,007440-29-1,kilo Becquerel,459512266.0333681,465563650.6321436,54538870.24171757,0.1186886058831717,emission
"Transformation, from pasture, man made, extensive",natural resource,land,,square meter,438928953.109991,467647611.8385576,183129358.8076403,0.4172186808596106,natural resource
"Transformation, to pasture, man made, extensive",natural resource,land,,square meter,435526399.3782975,467974348.0539048,184512226.13615,0.4236533684284957,natural resource
Ammonia,air,"low population density, long-term",007664-41-7,kilogram,470189272.2339969,471095480.7317554,27355600.6776018,0.05817997622027383,emission
Barium,water,surface water,007440-39-3,kilogram,336175100.609235,480079432.2421651,475866631.2487863,1.415532055724516,emission
Ethane,air,urban air close to ground,000074-84-0,kilogram,490096008.1443914,502903180.0302614,101587481.0724235,0.2072807763871725,emission
"Transformation, from forest, secondary (non-use)",natural resource,land,,square meter,509514723.0992044,509514723.0992043,5.963446946816288e-08,1.170417001994108e-16,natural resource
Silicon,soil,agricultural,007440-21-3,kilogram,446726283.0315905,514755079.2393925,272941420.7514899,0.6109813349222363,emission
Phosphate,water,ground-,014265-44-2,kilogram,509798489.4294809,521793562.9074453,85825988.75812508,0.1683527718063142,emission
"Vermiculite, in ground",natural resource,in ground,,kilogram,526807623.2958496,537118006.0725272,92612942.9626181,0.1758003090069326,natural resource
Bromine,water,surface water,007726-95-6,kilogram,492464292.8898192,544173917.8028119,235355262.0924397,0.4779133543091146,emission
"Transformation, from wetland, inland (non-use)",natural resource,land,,square meter,523664851.3724048,545027679.9113969,147233456.4093495,0.2811597074416672,natural resource
Thorium-230,air,non-urban air or from high stacks,014269-63-7,kilo Becquerel,482219937.2787962,552091633.9445655,282361926.4594799,0.5855459399975657,emission
Radium-228,air,non-urban air or from high stacks,015262-20-1,kilo Becquerel,555083889.6800737,561297115.2409377,65948427.07542632,0.1188080365896336,emission
Tebutam,soil,agricultural,035256-85-0,kilogram,539965461.0414162,564005618.1875281,167872537.4000184,0.3108949544221724,emission
Hydrogen,air,,001333-74-0,kilogram,561197674.5777371,564131502.393595,50382287.81704075,0.08977636597469862,emission
Chromium,soil,agricultural,007440-47-3,kilogram,300105397.4610112,568070065.9943513,14649116908.87188,48.81324039090315,emission
"Steatite, in ground",natural resource,in ground,14378-12-2,kilogram,572156043.5925169,574243467.6419259,50243154.33921952,0.08781372652073588,natural resource
"Chlorides, unspecified",water,,,kilogram,576838778.1815255,576691386.4111818,14687747.25121814,0.02546248242450173,emission
"Nickel, ion",water,"ground-, long-term",014701-22-5,kilogram,512217476.6573013,577439051.7785381,265828822.7970203,0.518976479544982,emission
"Sodium, ion",water,ground-,017341-25-2,kilogram,510399478.5325294,581910077.9122722,267980797.6823604,0.5250412842365024,emission
Chromium VI,water,"ground-, long-term",018540-29-9,kilogram,515810062.97637,582641092.5978482,296652404.7998458,0.5751194598416276,emission
"Chromium, ion",water,surface water,016065-83-1,kilogram,54626783.14226773,584194502.1236377,17360285623.04054,317.79805846938,emission
Toluene,air,non-urban air or from high stacks,000108-88-3,kilogram,552059053.4750981,596270234.8801717,225217903.7393193,0.4079598048825011,emission
Sulfate,air,urban air close to ground,014808-79-8,kilogram,589362714.9970541,598376225.913476,79673694.35549244,0.1351861804761278,emission
Lead,soil,agricultural,007439-92-1,kilogram,632646250.0657456,616495695.7389684,14255115493.18788,22.53252191363889,emission
Formaldehyde,air,non-urban air or from high stacks,000050-00-0,kilogram,605150394.7872211,634736325.4030879,222700452.977776,0.3680084403746947,emission
"Occupation, unspecified",natural resource,land,,square meter-year,625217726.9582274,635493948.948528,118787616.4513664,0.1899939994172669,natural resource
"Molybdenum, in ground",natural resource,in ground,007439-98-7,kilogram,663498046.4164765,669937673.9463007,48860452.68897858,0.07364068809677995,natural resource
Pentane,air,non-urban air or from high stacks,000109-66-0,kilogram,638123326.0337375,675187728.6542888,229276748.1745377,0.3592984910920116,emission
Organic carbon,soil,,,kilogram,662396395.7664899,675443333.5694822,109099510.3522336,0.1647042632621656,emission
"Carbon monoxide, fossil",air,lower stratosphere + upper troposphere,000630-08-0,kilogram,619783675.3846779,678545438.1207656,297372714.0006637,0.4798008173030613,emission
"Bromine, in water",natural resource,in water,007726-95-6,kilogram,676792058.4316089,680096879.9475521,65429393.32505877,0.09667576992065213,natural resource
Organic carbon,water,ground-,,kilogram,673446730.3092092,681734234.0197076,110465355.9533922,0.1640298348507427,emission
Xenon-133m,air,non-urban air or from high stacks,378784-91-9,kilo Becquerel,681065513.5889163,683039630.8298112,44737448.02684295,0.06568743701482731,emission
Nitrate,water,"ground-, long-term",014797-55-8,kilogram,684081919.7840128,695089807.8829392,104469628.2933469,0.1527150846587663,emission
Aluminium,soil,,007429-90-5,kilogram,637142088.0384643,719840140.1411474,374245633.6764463,0.5873817484395302,emission
Dinitrogen monoxide,air,urban air close to ground,010024-97-2,kilogram,714339397.6868656,721936402.1402333,68086196.45049328,0.0953135115758227,emission
Carbonate,water,,003812-32-6,kilogram,662355818.814028,732619577.9759971,340851758.9649135,0.5146052156305064,emission
Silver-110,water,surface water,014391-76-5,kilo Becquerel,736429106.6966707,739742842.0503391,50347805.55438416,0.0683674845230174,emission
Iron,soil,,007439-89-6,kilogram,720885472.0020497,741508319.7258215,148690101.0286047,0.2062603656245994,emission
Thorium-232,air,urban air close to ground,007440-29-1,kilo Becquerel,603123146.4355612,744308007.7839754,613241585.5660274,1.016776738200591,emission
"Gangue, bauxite, in ground",natural resource,in ground,,kilogram,748714828.474977,751310182.201351,36826964.48933523,0.0491869041305705,natural resource
"Carbon monoxide, non-fossil",air,,000630-08-0,kilogram,629447350.2517965,762700335.1402264,455400657.6934255,0.7234928505319032,emission
Uranium-234,air,non-urban air or from high stacks,013966-29-5,kilo Becquerel,708444747.0945177,771028611.7935938,286243683.6852567,0.4040451776362275,emission
"Iron, ion",water,surface water,015438-31-0,kilogram,677347677.855433,771233331.6779741,379372984.2586122,0.5600860483640459,emission
"Sodium nitrate, in ground",natural resource,in ground,007631-99-4,kilogram,766505395.0816929,785326134.562032,166920742.9570302,0.2177685167359326,natural resource
Uranium alpha,air,non-urban air or from high stacks,007440-61-1,kilo Becquerel,520272377.9956113,787725532.2083535,920632940.6590239,1.769521080872738,emission
"Suspended solids, unspecified",water,surface water,,kilogram,770569170.4513106,789853616.3634968,133537942.4365523,0.1732978005833547,emission
Iodine-131,air,non-urban air or from high stacks,010043-66-0,kilo Becquerel,776939247.8055766,790258748.015735,154614059.3055159,0.1990040530739245,emission
Sulfur,water,surface water,007704-34-9,kilogram,729144896.8949577,790823221.3486755,322688735.6384804,0.4425577645988348,emission
Polonium-210,water,surface water,013981-52-7,kilo Becquerel,682035695.8752115,795154845.117545,499033408.2050282,0.7316822436465756,emission
Magnesium,air,urban air close to ground,007439-95-4,kilogram,656420106.0591174,803082866.7737082,529696599.1957107,0.8069475543273594,emission
Ammonia,air,urban air close to ground,007664-41-7,kilogram,804887316.1587062,810150580.2399127,60707687.65845682,0.07542383441719759,emission
Iodine-131,water,surface water,010043-66-0,kilo Becquerel,814612527.1575015,815918581.1668247,29971169.07163391,0.03679193244942466,emission
Lead-210,water,surface water,014255-04-0,kilo Becquerel,676218129.3461597,816263365.3957169,495621244.1324146,0.7329310212543909,emission
2-Propanol,air,,000067-63-0,kilogram,825537553.2365066,825580255.7525053,72111363.58928104,0.08735079743685749,emission
Hydrogen sulfide,water,"ground-, long-term",007783-06-4,kilogram,822728030.675441,843795348.1846341,135082540.6190935,0.1641885721435719,emission
"Occupation, permanent crop, non-irrigated, intensive",natural resource,land,,square meter-year,838604769.507252,845525355.7096907,110080852.2696202,0.1312666661010068,natural resource
"Hydrocarbons, aromatic",air,non-urban air or from high stacks,,kilogram,787008521.1743991,849466038.3915895,349039822.3486641,0.4435019608527437,emission
"Chlorinated solvents, unspecified",air,non-urban air or from high stacks,,kilogram,780335386.2898049,857726046.4368591,399860613.6372538,0.5124214801259206,emission
"Cadmium, ion",water,surface water,022537-48-0,kilogram,1717678581.723858,860468120.5030226,17449019683.6205,10.15848941081207,emission
"Oils, non-fossil",soil,forestry,,kilogram,838065520.9135118,871543035.4267957,242716204.1863444,0.2896148309761961,emission
Calcium,air,urban air close to ground,007440-70-2,kilogram,792610801.7895024,872328721.6816863,341710402.7598206,0.431120042760369,emission
Strontium-90,water,ocean,010098-97-2,kilo Becquerel,741033934.9929203,872895482.4998529,568884194.9807454,0.7676898022034314,emission
"Oils, unspecified",soil,industrial,,kilogram,834983637.8695672,883150261.3960611,183488902.0034135,0.2197514941389501,emission
"Discarded fish, demersal, to ocean",water,ocean,,kilogram,892549704.2353504,893622272.7158505,8859649.008583117,0.009926224799069539,emission
"Aluminium, in ground",natural resource,in ground,007429-90-5,kilogram,895017041.8883903,894953091.8240614,11009427.44174519,0.01230080202553068,natural resource
"Occupation, urban, green area",natural resource,land,,square meter-year,907479043.1590056,911678527.8635762,86007464.04779714,0.09477625372856922,natural resource
"Particulates, > 2.5 um, and < 10um",air,,,kilogram,913946280.18013,927510450.4548978,103804965.1558265,0.1135788474738007,emission
Aluminium,soil,agricultural,007429-90-5,kilogram,934406307.8098075,945337536.0411016,96746649.77632014,0.1035380957595294,emission
Barium,water,,007440-39-3,kilogram,761734186.9047818,964400236.2695217,756392767.9863048,0.9929878177843359,emission
Ethene,air,urban air close to ground,000074-85-1,kilogram,954707703.6670892,982144513.7620797,199769543.7572797,0.2092468123908009,emission
Potassium-40,water,surface water,013966-00-2,kilo Becquerel,866218136.5056181,1005775248.719768,589803205.1267133,0.6808945463853007,emission
Bromine,water,,007726-95-6,kilogram,802905941.1282023,1013596795.700828,749751697.701916,0.9337976708061262,emission
Strontium,water,surface water,007440-24-6,kilogram,713436943.9174461,1034106996.335428,1010034854.33233,1.41573107889014,emission
Hydrogen,air,urban air close to ground,001333-74-0,kilogram,1002626219.468021,1040889981.975247,235027460.522188,0.2344118435750566,emission
"Transformation, from traffic area, rail/road embankment",natural resource,land,,square meter,995010355.5540807,1041907986.843268,271361099.1985177,0.2727218844344668,natural resource
"Copper, ion",water,surface water,017493-86-6,kilogram,644142742.5428234,1043992641.37767,18031086874.44416,27.99237759516546,emission
Iron,air,urban air close to ground,007439-89-6,kilogram,843283334.5642872,1045111809.163541,712323273.9958507,0.8447021834765633,emission
"Zirconium, in ground",natural resource,in ground,007440-67-7,kilogram,1041872884.086969,1045530635.395794,54146015.47087463,0.0519698864399612,natural resource
Uranium-238,water,surface water,007440-61-1,kilo Becquerel,953759194.5964668,1046759793.585664,428971945.2660412,0.4497696564252134,emission
Cobalt-60,water,surface water,010198-40-0,kilo Becquerel,1059654075.324647,1061229062.874292,43470440.59569257,0.04102323730730193,emission
"Vanadium, ion",water,"ground-, long-term",022541-77-1,kilogram,941574888.3254187,1068693626.201249,590450503.4625516,0.6270882016752398,emission
Phosphorus,water,surface water,007723-14-0,kilogram,1069523274.015089,1076826077.592846,60755631.33328062,0.0568062732334925,emission
Calcium,soil,agricultural,007440-70-2,kilogram,993678867.0244925,1084064782.605092,471971187.0902241,0.474973558110893,emission
Silicon,water,surface water,007440-21-3,kilogram,984475211.806052,1094118972.831541,451670357.7563326,0.4587930222516508,emission
Lead-210,water,ocean,014255-04-0,kilo Becquerel,874341768.8713356,1103339150.907638,877625857.832138,1.003756070083489,emission
Silicon,soil,,007440-21-3,kilogram,991449184.8483834,1110356411.038049,537920246.8285538,0.5425595734498635,emission
"Ammonium, ion",water,"ground-, long-term",014798-03-9,kilogram,1007609694.693262,1161651133.684472,646743799.2028782,0.6418594447920242,emission
Hydrogen carbonate,water,ocean,71-52-3,kilogram,1138755229.639446,1163896194.350798,194189417.343107,0.1705277941112873,emission
"Transformation, to traffic area, rail/road embankment",natural resource,land,,square meter,1129660991.994248,1166058608.147044,261568579.5875198,0.2315460845698137,natural resource
Thorium-228,air,urban air close to ground,014274-82-9,kilo Becquerel,926942003.6839418,1171305570.693768,911726945.8852667,0.9835857499841348,emission
"Transformation, to dump site",natural resource,land,,square meter,1088810035.681198,1179429034.208792,459111004.6735457,0.4216630905558374,natural resource
Lead-210,water,,014255-04-0,kilo Becquerel,1109575711.635029,1304951509.581706,883685402.2357333,0.7964173989835879,emission
"Hydrocarbons, aliphatic, alkanes, unspecified",air,urban air close to ground,,kilogram,1277127774.44496,1320605923.957249,244947797.8763619,0.1917958428104943,emission
"Transformation, from forest, unspecified",natural resource,land,,square meter,1322684033.218036,1343203591.224441,217948893.7422949,0.164777746059302,natural resource
Ammonia,air,,007664-41-7,kilogram,1345049622.738627,1350469080.209069,125022972.6850445,0.09295045370184031,emission
Iron,soil,agricultural,007439-89-6,kilogram,1314143053.233386,1365782869.36921,340268058.7090044,0.2589277155723581,emission
Strontium,water,"ground-, long-term",007440-24-6,kilogram,1158240354.434315,1367300476.795146,754723476.2525119,0.651612140228976,emission
"Carbon monoxide, fossil",air,"low population density, long-term",000630-08-0,kilogram,1153896282.053794,1372591899.808645,855799245.2845111,0.741660458218388,emission
Carbon,soil,agricultural,007440-44-0,kilogram,1435654321.02566,1475755442.661534,338874261.9697055,0.2360416828806026,emission
Barium,water,"ground-, long-term",007440-39-3,kilogram,1423698666.817706,1484649059.609845,382791453.6585427,0.2688711189947025,emission
"Transformation, from mineral extraction site",natural resource,land,,square meter,1465764334.236367,1526442106.807436,367644707.6517592,0.2508211579887394,natural resource
"TOC, Total Organic Carbon",water,,,kilogram,1466623623.559789,1558627300.351522,417901579.1929821,0.2849412572386167,emission
Potassium,air,urban air close to ground,007440-09-7,kilogram,1468732886.453641,1568417386.87597,442678605.0667192,0.301401711059659,emission
"Transformation, to lake, artificial",natural resource,land,,square meter,1550163528.022316,1574329257.225709,234305217.8376983,0.1511487101858361,natural resource
Benzene,air,non-urban air or from high stacks,000071-43-2,kilogram,1081450334.261871,1585640937.276503,2257554043.526782,2.087524477088117,emission
Ethane,air,non-urban air or from high stacks,000074-84-0,kilogram,1547917144.837686,1587508284.847538,343806252.8639112,0.2221089507345451,emission
"DOC, Dissolved Organic Carbon",water,,,kilogram,1522531111.103667,1611743466.364628,407800392.1955542,0.2678437170981313,emission
Cobalt-58,water,surface water,013981-38-9,kilo Becquerel,1620040855.033964,1631623542.383561,119831869.1330897,0.07396842416704207,emission
"Fluorine, in ground",natural resource,in ground,007782-41-4,kilogram,1650504844.779152,1678585503.333941,301406212.7611129,0.1826145580332682,natural resource
Carnallite,natural resource,in water,001318-27-0,kilogram,1564876770.065619,1684563168.651667,628498730.9145145,0.401628257851997,natural resource
"Actinides, radioactive, unspecified",air,non-urban air or from high stacks,,kilo Becquerel,1671562017.41405,1690430983.704613,202716044.732164,0.1212734212792003,emission
Hydrogen chloride,air,urban air close to ground,007647-01-0,kilogram,1668865366.83092,1726041752.776701,396683816.5535246,0.2376967156474727,emission
"Calcium, in ground",natural resource,in ground,7440-70-2,kilogram,1725650468.614041,1726872844.62452,64919078.83226468,0.03762006270273525,natural resource
"Carboxylic acids, unspecified",water,surface water,,kilogram,1445536919.18442,1764968999.342763,1246804551.113313,0.8625200329139759,emission
"Iron, ion",water,ground-,015438-31-0,kilogram,1721872166.585979,1786704043.3709,486291974.2408274,0.2824204860718649,emission
"Nitrogen, organic bound",water,"ground-, long-term",007727-37-9,kilogram,1640614955.658486,1868742106.901461,991269611.6591427,0.6042061290738884,emission
Krypton-89,air,non-urban air or from high stacks,016316-03-3,kilo Becquerel,1873145259.033234,1880491790.535188,129237337.1711597,0.06899482917724256,emission
"Carbon monoxide, from soil or biomass stock",air,non-urban air or from high stacks,000630-08-0,kilogram,1891064024.455291,1891064024.455291,2.385378778726515e-07,1.261395038919219e-16,emission
"Wood, hard, standing",natural resource,biotic,,cubic meter,1890814780.497897,1899989783.862165,242400614.10326,0.1281990264744123,natural resource
Radon-222,air,urban air close to ground,014859-67-7,kilo Becquerel,1602296010.799132,1915310057.021437,1127119161.079812,0.7034400344775686,emission
"Occupation, urban/industrial fallow (non-use)",natural resource,land,,square meter-year,1855276238.327484,1931104921.571404,519114248.991565,0.2798042891227574,natural resource
Nitrate,water,,014797-55-8,kilogram,1945268509.403855,1969994584.930239,245756026.5850233,0.1263352721729595,emission
Uranium-238,air,non-urban air or from high stacks,007440-61-1,kilo Becquerel,1934001177.412501,1980835294.415698,329924503.7116928,0.1705916767605584,emission
"Transformation, to unspecified",natural resource,land,,square meter,1940538924.145264,1987475779.403941,489090592.795678,0.2520385377021512,natural resource
"Transformation, from forest, extensive",natural resource,land,,square meter,2037065276.534474,2049077915.302525,173356815.085893,0.08510125673577512,natural resource
"Particulates, < 2.5 um",air,,,kilogram,2029105110.931973,2094655268.299653,336809060.0038173,0.1659889663621812,emission
Uranium-238,air,urban air close to ground,007440-61-1,kilo Becquerel,1730469262.291129,2148753167.756817,1417421626.638436,0.8190966794531676,emission
Copper,soil,agricultural,007440-50-8,kilogram,1913030992.948265,2160963242.020945,13860212619.78251,7.245158427058131,emission
Potassium-40,air,non-urban air or from high stacks,013966-00-2,kilo Becquerel,2157591249.544447,2178825619.601877,257551516.6320033,0.1193699300951385,emission
Zirconium-95,water,surface water,013967-71-0,kilo Becquerel,2078571643.414735,2215282646.723183,688218804.4230793,0.3311017960836098,emission
Aluminium,air,urban air close to ground,007429-90-5,kilogram,1834388620.157924,2231417270.417444,1583348023.714603,0.8631475393574408,emission
Manganese,water,"ground-, long-term",007439-96-5,kilogram,1924088504.293203,2350768402.405879,1935323731.557082,1.005839246603683,emission
"Transformation, from forest, primary (non-use)",natural resource,land,,square meter,2355410529.652138,2355434504.375001,1548565.563916201,0.0006574503868524792,natural resource
"Spodumene, in ground",natural resource,in ground,001302-37-0,kilogram,2220252559.915998,2423575638.38857,1126005801.964411,0.5071521241741133,natural resource
Radium-226,air,non-urban air or from high stacks,013982-63-3,kilo Becquerel,2366218526.180621,2433739030.038655,428153903.761307,0.1809443629250939,emission
Hydrogen chloride,air,non-urban air or from high stacks,007647-01-0,kilogram,2461092006.874576,2482904665.946746,204773082.618489,0.08320415573513534,emission
"Occupation, urban, discontinuously built",natural resource,land,,square meter-year,2301513432.53223,2506535636.118089,1218830149.61902,0.5295776824026646,natural resource
"Occupation, grassland, natural (non-use)",natural resource,land,,square meter-year,2566199921.096959,2567255151.719049,111383538.0021251,0.04340407662179049,natural resource
Radium-226,air,urban air close to ground,013982-63-3,kilo Becquerel,2124428871.839303,2583510969.037266,1920849958.516142,0.904172403217762,emission
Lead,water,"ground-, long-term",007439-92-1,kilogram,2399526393.577096,2602724151.174427,864629933.6866808,0.3603335791600663,emission
Potassium-40,water,ocean,013966-00-2,kilo Becquerel,2100106009.59424,2651718355.344123,2166302300.1673,1.031520451953685,emission
"Ammonium, ion",water,surface water,014798-03-9,kilogram,2634381240.034538,2743646248.093785,632315744.9867622,0.2400243880337047,emission
Potassium-40,air,urban air close to ground,013966-00-2,kilo Becquerel,2227429468.592785,2850314834.335405,1999425854.754677,0.8976382340931527,emission
Magnesium,water,,007439-95-4,kilogram,2422912434.199347,2866827405.843796,1850012975.150709,0.7635492513216007,emission
"Discarded fish, pelagic, to ocean",water,ocean,,kilogram,2826077994.318408,2880601261.435446,404356786.2355206,0.143080547333954,emission
Nitrogen oxides,air,lower stratosphere + upper troposphere,011104-93-1,kilogram,2879286681.02487,2884333591.561853,285026188.5728357,0.09899194493247955,emission
"Lead, in ground",natural resource,in ground,7439-92-1,kilogram,2892926350.078971,2894760546.627429,112345949.9067882,0.0388347079432981,natural resource
"TOC, Total Organic Carbon",water,ocean,,kilogram,2781374128.843724,2941525473.77922,928433794.3502998,0.3338039944796169,emission
"DOC, Dissolved Organic Carbon",water,ocean,,kilogram,2799835194.620912,2956384273.45244,895794461.6758816,0.3199454251439143,emission
"Oils, unspecified",water,ocean,,kilogram,2821970805.674973,2956550477.662817,1015819944.374314,0.3599682683929628,emission
"Occupation, arable land, unspecified use",natural resource,land,,square meter-year,3206078411.949223,3216940495.686905,238854842.7369458,0.07450062414154351,natural resource
"DOC, Dissolved Organic Carbon",water,ground-,,kilogram,3213752795.137329,3218215236.174735,24484789.31379208,0.007618753175676602,emission
Radon-220,air,urban air close to ground,022481-48-7,kilo Becquerel,2675403721.595582,3239943476.809629,2192497864.495897,0.8195016874643185,emission
"TOC, Total Organic Carbon",water,ground-,,kilogram,3272589813.314878,3275832814.929455,24665316.02916256,0.007536940904970465,emission
"Nickel, in ground",natural resource,in ground,007440-02-0,kilogram,3285043546.798925,3309558821.021498,194244028.786708,0.05912981853040792,natural resource
Krypton-87,air,non-urban air or from high stacks,014809-68-8,kilo Becquerel,3378651142.373252,3387991186.803312,223778193.572951,0.06623299776838261,emission
Argon-41,air,non-urban air or from high stacks,014163-25-8,kilo Becquerel,3361962868.487284,3406761146.118632,578167769.5749735,0.1719732763839597,emission
"Potassium, ion",water,ocean,024203-36-9,kilogram,3408889138.680619,3457756455.668592,592917428.4858758,0.1739327400700861,emission
Silicon,air,urban air close to ground,007440-21-3,kilogram,3012126576.869481,3570715836.36578,2315864433.834374,0.7688469839276357,emission
"Magnesium, in ground",natural resource,in ground,007439-95-4,kilogram,3604018901.825476,3611726728.345528,170354726.4454423,0.04726798917706999,natural resource
