name,category,sub-category,cas,unit,median,mean,std,cv,type
Carbaryl,air,non-urban air or from high stacks,000063-25-2,kilogram,7660.860713792231,7818.392043518177,1454.465234748449,0.1898566347942996,emission
Prothioconazol,water,ground-,178928-70-6,kilogram,7766.927753258744,7954.151863941855,1649.148872316487,0.2123296269396299,emission
"Methane, dichlorofluoro-, HCFC-21",air,urban air close to ground,000075-43-4,kilogram,7592.484350061426,7964.249951636434,2216.132079122401,0.2918849716304613,emission
"Silver, ion",water,ground-,014701-21-4,kilogram,7267.12729239397,7997.398918143816,2967.192042739318,0.4083032983122348,emission
Sulfuric acid,air,urban air close to ground,007664-93-9,kilogram,7941.341155162972,8045.903079505964,1293.232964788235,0.1628481813739301,emission
Tributyltin compounds,water,ocean,056573-85-4,kilogram,7876.749333795623,8099.717172910166,1535.993068200041,0.1950034212222267,emission
Dimethenamid,air,non-urban air or from high stacks,087674-68-8,kilogram,7822.179918220194,8158.552954405999,2433.048905951213,0.3110448661867155,emission
Monoethanolamine,air,non-urban air or from high stacks,000141-43-5,kilogram,7756.435172960993,8164.038389028676,2682.991072878523,0.3459051759023856,emission
Manganese-54,air,non-urban air or from high stacks,013966-31-9,kilo Becquerel,8193.221935355667,8223.573905229388,556.9183120020716,0.06797305338438826,emission
Propiconazole,air,non-urban air or from high stacks,060207-90-1,kilogram,8123.464971120631,8302.864331320718,1709.483497878116,0.2104377262603366,emission
Hydramethylnon,soil,agricultural,067485-29-4,kilogram,8202.467073286094,8495.379814176777,2336.61873054766,0.284867797660242,emission
"Transformation, to cropland fallow (non-use)",natural resource,land,,square meter,8569.08195758059,8569.081957580593,1.819899580937588e-12,2.123797613264305e-16,natural resource
Fenoxaprop,air,non-urban air or from high stacks,095617-09-7,kilogram,8667.505472578214,8944.51616863773,2157.995853361742,0.2489754243812239,emission
Sulfate,air,"low population density, long-term",014808-79-8,kilogram,9103.01989355863,9103.019893558632,1.819899580937588e-12,1.999226193304667e-16,emission
Prothioconazol,air,non-urban air or from high stacks,178928-70-6,kilogram,9002.149319189897,9213.877208533513,1891.795245683734,0.2101492853102304,emission
Zirconium,air,non-urban air or from high stacks,007440-67-7,kilogram,8539.31215440507,9247.671862608153,3509.485722432482,0.410979907863198,emission
Imazaquin,air,non-urban air or from high stacks,081335-37-7,kilogram,8989.460350418613,9289.644723188412,2270.968221459511,0.2526256452484112,emission
Picloram,soil,agricultural,001918-02-1,kilogram,9035.284267498113,9290.309153991315,1678.737513839833,0.185797974268349,emission
Lactofen,air,non-urban air or from high stacks,077501-63-4,kilogram,9059.01437116009,9302.686568894342,2222.740787813403,0.2453623205290004,emission
Triethylene glycol,water,surface water,000112-27-6,kilogram,9420.348904255037,9446.216149649366,839.5089460832761,0.0891165448982555,emission
Thallium,soil,,007440-28-0,kilogram,6259.956225345781,9567.9177446624,10727.08386269763,1.713603654170138,emission
Propionic acid,air,,000079-09-4,kilogram,9620.400227965572,9751.33055466257,1091.912749552082,0.1134997218076226,emission
Methyl ethyl ketone,water,surface water,000078-93-3,kilogram,8905.142048257172,9877.090081602415,4497.051604701731,0.5049949321787461,emission
"Dysprosium, in ground",natural resource,in ground,007429-91-6,kilogram,9888.024596483348,9905.588626608718,369.4822083388578,0.03736663523978927,natural resource
Beryllium,air,,007440-41-7,kilogram,10036.78395727953,10204.16839207894,1550.666750808893,0.1544983689406024,emission
"Transformation, to inland waterbody, unspecified",natural resource,land,,square meter,10536.82567367456,10591.23928537413,862.3100616732353,0.08183774586189174,natural resource
Arsenic,air,"low population density, long-term",007440-38-2,kilogram,9250.485631896358,10705.83562023085,6187.52050835762,0.6688860190239735,emission
Ammonium carbonate,air,urban air close to ground,000506-87-6,kilogram,9640.067844010457,10748.16777610912,5468.192730781292,0.567235917761593,emission
Permethrin,air,non-urban air or from high stacks,052645-53-1,kilogram,10659.51950202134,10848.86947422186,1853.147330954429,0.1738490492562089,emission
Chlorimuron-ethyl,air,non-urban air or from high stacks,090982-32-4,kilogram,10767.64866997473,11020.20158568932,2628.264558753259,0.2440889965217845,emission
Asulam,soil,agricultural,003337-71-1,kilogram,11129.33840004703,11213.06943577523,1482.788971600174,0.1332324454788713,emission
Iron,air,"low population density, long-term",007439-89-6,kilogram,11214.92800608997,11214.92800608997,0.0,0.0,emission
1-Pentanol,air,urban air close to ground,000071-41-0,kilogram,10520.90271881857,11273.51049686332,3679.726898150923,0.3497539133756132,emission
Barium,soil,industrial,007440-39-3,kilogram,11012.55642060771,11286.46456983234,939.8297060186117,0.08534164730905854,emission
"Krypton, in air",natural resource,in air,007439-90-9,kilogram,11038.30741537345,11298.85330421719,3027.962612836177,0.2743140319338293,natural resource
Pyraclostrobin,water,ground-,175013-18-0,kilogram,11179.47063444199,11424.78613928791,2366.279003925747,0.211662884701862,emission
Thallium,water,,007440-28-0,kilogram,9395.82914446135,11506.26451578116,8113.322345900114,0.8635025415168125,emission
MCPA,air,non-urban air or from high stacks,000094-74-6,kilogram,11461.68196404918,11595.34434010639,1178.835555122797,0.1028501365524139,emission
Acetamide,air,non-urban air or from high stacks,000060-35-5,kilogram,11552.77567155785,11899.36843751547,2958.158106461241,0.2560560501268994,emission
Cesium-134,air,non-urban air or from high stacks,013967-70-9,kilo Becquerel,11931.18007288513,12010.5940792844,804.6850763928993,0.06744387994123326,emission
Ammonia,soil,industrial,007664-41-7,kilogram,11856.70972590649,12047.56486839152,1761.001166777615,0.1485235961313862,emission
"Chrysotile, in ground",natural resource,in ground,,kilogram,12057.08812925915,12057.08812925915,3.639799161875176e-12,3.01880447654887e-16,natural resource
Cyhalothrin,soil,agricultural,068085-85-8,kilogram,12268.51524048916,12397.89075226337,1505.712341154718,0.1227297934297291,emission
Trimethylamine,air,urban air close to ground,000075-50-3,kilogram,11756.9705975142,12491.16194063099,4321.206637801443,0.3675442242506827,emission
"2,2,4-Trimethyl pentane",air,,540-84-1,kilogram,12118.60314629953,12590.86707088225,3432.559442820152,0.2832471202647063,emission
"PAH, polycyclic aromatic hydrocarbons",soil,,130498-29-2,kilogram,12566.82425944107,12613.68987719938,1474.23826481962,0.1173119186187449,emission
Acetonitrile,water,surface water,000075-05-8,kilogram,11094.83157468793,12615.8243797982,6425.42395376348,0.5791366827435784,emission
"PAH, polycyclic aromatic hydrocarbons",water,ground-,130498-29-2,kilogram,12537.72416964101,12638.15430099667,1425.756997392831,0.113717368327912,emission
Carboxin,soil,agricultural,005234-68-4,kilogram,12681.45268630147,12946.03018748629,2379.708058814273,0.1876526386748135,emission
Fluazifop-p-butyl,air,non-urban air or from high stacks,079241-46-6,kilogram,12513.68986345877,12947.39500244386,3298.951937503614,0.2636274331152224,emission
Saflufenacil,soil,agricultural,372137-35-4,kilogram,12913.91559090076,13080.55877677206,2305.302540587913,0.1785130562733618,emission
"Cyhalothrin, gamma-",air,non-urban air or from high stacks,076703-62-3,kilogram,12744.44868013161,13141.91004214044,3088.308491038145,0.2423257818796642,emission
Cyanoacetic acid,air,urban air close to ground,000372-09-8,kilogram,12600.10395806737,13248.10820511577,3922.778891675018,0.3113290894051244,emission
2-Propanol,air,non-urban air or from high stacks,000067-63-0,kilogram,13226.90890698039,13332.98362871111,2004.829311302687,0.1515720207496594,emission
Methanesulfonic acid,air,urban air close to ground,000075-75-2,kilogram,12559.13705171385,13370.84231746317,4242.633610677639,0.3378125099844084,emission
Chromium,air,lower stratosphere + upper troposphere,007440-47-3,kilogram,11938.22266572572,13510.45325985626,6451.822929190969,0.5404341257358147,emission
Fenbuconazole,soil,agricultural,114369-43-6,kilogram,13666.70117516727,13886.59096215296,2241.524080223755,0.1640135429533397,emission
Potassium,soil,industrial,007440-09-7,kilogram,11670.70025610126,14017.7429180525,7613.283420895723,0.6523416122280765,emission
Metosulam,soil,agricultural,139528-85-1,kilogram,14183.98582042513,14378.95068731337,2592.32085913284,0.1827639206604298,emission
MCPB,water,surface water,000094-81-5,kilogram,14510.0587675832,14576.91059644926,1222.20870054174,0.08423182291117015,emission
MCPA,water,surface water,000094-74-6,kilogram,14570.72162054837,14659.93466370268,1312.409508479391,0.09007168914877663,emission
Lithium,air,urban air close to ground,007439-93-2,kilogram,14858.16301507874,14954.83054643494,2310.358373610013,0.1554942136026746,emission
"Ethane, 1,1,1-trichloro-, HCFC-140",air,non-urban air or from high stacks,000071-55-6,kilogram,15035.05593063301,15110.52074107459,1290.878700050475,0.08585792470651132,emission
"Transformation, from cropland fallow (non-use)",natural resource,land,,square meter,14070.09780150999,15255.7605339137,5945.159519212571,0.4225386065599731,natural resource
Chlorine,air,non-urban air or from high stacks,007782-50-5,kilogram,15087.60464521338,15301.19217471173,2230.529390678257,0.1478385365423731,emission
Vanadium,air,"low population density, long-term",007440-62-2,kilogram,13092.83778244295,15322.49720794804,8630.59915343723,0.6591847616878421,emission
Methyl amine,air,urban air close to ground,000074-89-5,kilogram,14726.49129655309,15418.08587914703,3956.709833916021,0.268679738726504,emission
Quizalofop-ethyl,soil,agricultural,76578-14-8,kilogram,15494.0846769076,15815.43562692456,2945.706609062518,0.1901181431809781,emission
Chlorosulfonic acid,air,urban air close to ground,007790-94-5,kilogram,15332.29693615192,16002.22102479952,4673.634101253604,0.3048228273112605,emission
Chromium-51,air,non-urban air or from high stacks,014392-02-0,kilo Becquerel,16017.19315844608,16071.3163399572,1116.92548449597,0.06973290972063984,emission
"2,4-DB",water,ground-,000094-82-6,kilogram,15956.21647911534,16201.07632289249,3270.755878663872,0.2049831727305076,emission
Formic acid,water,surface water,000064-18-6,kilogram,14594.19537728267,16507.81825952359,8963.76988576449,0.6142010336326933,emission
Rotenone,soil,agricultural,000083-79-4,kilogram,15998.1494842124,16587.85049038457,4469.20627346348,0.2793577018313192,emission
Dimethyl malonate,air,urban air close to ground,000108-59-8,kilogram,15790.28312397833,16623.29098654986,4825.559846071113,0.3056031236541454,emission
"Transformation, from dump site, residual material landfill",natural resource,land,,square meter,16791.34663473524,16791.34664887003,9.358774749967136e-05,5.573570097473425e-09,natural resource
Methyl acetate,water,surface water,000079-20-9,kilogram,14746.42453364286,16971.87333707955,9011.36047508704,0.6110878236638514,emission
Novaluron,soil,agricultural,116714-46-6,kilogram,17391.08661043127,17419.26166661709,1123.750036846283,0.06461643610999279,emission
Sodium hydroxide,air,,001310-73-2,kilogram,16021.73879422665,17497.65523732375,7599.27651024928,0.4743103484490485,emission
Sethoxydim,water,ground-,074051-80-2,kilogram,17471.25100983427,17916.88797439004,3670.00830922053,0.2100598467250425,emission
Nickel,air,lower stratosphere + upper troposphere,007440-02-0,kilogram,16722.84616840062,18312.61437310525,8540.676949327628,0.5107191002848567,emission
Elemental carbon,water,,007440-44-0,kilogram,18439.88251748122,18550.75715013292,1884.197350784269,0.1021805507165259,emission
"Ethene, trichloro-",air,,000079-01-6,kilogram,17526.55044477608,18655.66647155724,5906.981079546847,0.3370304440773436,emission
Maneb,soil,agricultural,012427-38-2,kilogram,18334.65853727377,18751.20187951776,3911.42763166828,0.2133351774027574,emission
Cloransulam-methyl,soil,agricultural,147150-35-4,kilogram,18400.42595680579,18964.86831628211,4677.106449134196,0.2541846835564297,emission
Acrolein,water,,000107-02-8,kilogram,19089.36251633189,19277.29481328302,2241.34680608684,0.1174133921009283,emission
Cadmium,soil,,007440-43-9,kilogram,19024.14289991332,20178.78942876198,5237.501170624087,0.2753081281074666,emission
Bentazone,air,non-urban air or from high stacks,025057-89-0,kilogram,19607.68541831341,20222.63611418641,4945.807563723473,0.2522382146698524,emission
Flumioxazin,air,non-urban air or from high stacks,103361-09-7,kilogram,19708.88912686569,20311.51550294105,4646.099932621963,0.2357362661444346,emission
Propylamine,water,surface water,000107-10-8,kilogram,17795.61698021457,20457.21738075113,10854.74292250889,0.6099672146561341,emission
Florasulam,soil,agricultural,145701-23-1,kilogram,20144.16001343651,20480.99360698239,3013.465263099287,0.1495949824211708,emission
4-Methyl-2-pentanone,water,,000108-10-1,kilogram,16172.59417534924,20662.85903034468,17178.54847566431,1.062201171278284,emission
Formamide,air,urban air close to ground,000075-12-7,kilogram,19692.99395024919,20863.1965506488,6866.517638617137,0.3486781977369292,emission
Endothall,soil,agricultural,000145-73-3,kilogram,20633.37392801949,20933.74448952819,3228.694895609162,0.1564792508909409,emission
Anthranilic acid,air,urban air close to ground,000118-92-3,kilogram,19577.18582315206,21002.65893455612,7904.722057213635,0.4037721319407143,emission
"2,4-D amines",water,ground-,002008-39-1,kilogram,20146.03935607475,21035.3981357329,5984.046604763373,0.297033401900854,emission
Paraffins,air,non-urban air or from high stacks,008002-74-2,kilogram,19993.35194447146,21408.45824136514,7284.957474399597,0.3643689909842269,emission
"Gallium, in ground",natural resource,in ground,007440-55-3,kilogram,21934.35217129115,21970.36764013418,1065.679525421791,0.04858495555736583,natural resource
Imazethapyr,air,non-urban air or from high stacks,081335-77-5,kilogram,21596.16542439045,22012.13514806653,4534.071406725351,0.2099479846364126,emission
Cadmium,soil,industrial,007440-43-9,kilogram,13187.54042617158,22600.51104277407,32146.13415736941,2.437614074992573,emission
Foramsulfuron,soil,agricultural,173159-57-4,kilogram,22205.94637948744,22653.51499853422,4375.970032662171,0.1970629829451645,emission
Bromoxynil,water,ground-,001689-84-5,kilogram,22225.09742466733,23121.27858938412,6566.478852954413,0.2954533214179016,emission
1-Pentene,water,surface water,000109-67-1,kilogram,19692.81539919563,23218.20942675912,12803.37799771064,0.6501547766620313,emission
Silver,soil,,007440-22-4,kilogram,14696.54102984123,23926.49486363121,28971.12383939254,1.971288603254797,emission
Methyl borate,air,urban air close to ground,000121-43-7,kilogram,21554.0902500808,24053.00361331075,10986.40873383365,0.5097134050365436,emission
Acetyl chloride,water,surface water,000075-36-5,kilogram,20187.47202688073,24144.43695480876,15156.5378768528,0.7507892943044595,emission
Lead,soil,forestry,007439-92-1,kilogram,23039.38193542504,24348.01211868185,9213.56456011504,0.3999050228838121,emission
"Rhodium, in ground",natural resource,in ground,007440-16-6,kilogram,24357.18318387296,24398.09271942467,1217.239252990445,0.04997454934757755,natural resource
Mesosulfuron-methyl (prop),soil,agricultural,208465-21-8,kilogram,24261.55807761202,24756.46376364567,4391.57107204005,0.1810094412729612,emission
Azoxystrobin,air,non-urban air or from high stacks,131860-33-8,kilogram,24032.27878848319,24764.05572901274,5314.512076346891,0.2211405802638127,emission
Beryllium,water,ground-,007440-41-7,kilogram,23299.54323740388,25662.47676817466,12035.31893692808,0.5165474195909213,emission
Spinosad,soil,agricultural,168316-95-8,kilogram,25319.52935968005,25677.12391533414,3202.241002065896,0.1264731645117104,emission
Sethoxydim,air,non-urban air or from high stacks,074051-80-2,kilogram,25330.0177828368,25686.79429633788,4475.661633806732,0.1766939791427768,emission
Hexane,air,,000110-54-3,kilogram,26985.42478862558,27939.46845280609,7106.444722674375,0.263343815349898,emission
t-Butylamine,air,urban air close to ground,000075-64-9,kilogram,27483.61276867604,28707.62605479363,7447.526103743524,0.270980608205618,emission
Cadmium,soil,forestry,007440-43-9,kilogram,26439.31282493714,28802.62708897108,11983.76620524192,0.4532555851428567,emission
"PAH, polycyclic aromatic hydrocarbons",water,,130498-29-2,kilogram,28610.98183957949,28971.19280793922,3650.666983363124,0.1275967040848948,emission
Pyrethrin,soil,agricultural,000121-29-9,kilogram,28298.04960384958,29399.46425695953,8207.116386168615,0.2900241006380928,emission
Dicamba,water,ground-,001918-00-9,kilogram,28256.17613574498,29428.92911470086,8355.439931620704,0.2957031373063534,emission
"Methane, tetrachloro-, R-10",air,,000056-23-5,kilogram,27686.65073125095,29668.56448771145,9740.640926561859,0.351817235718123,emission
Methyl ethyl ketone,air,,000078-93-3,kilogram,29823.82474438502,30075.17148949682,3688.60915273216,0.1236799499845043,emission
Pyraclostrobin,air,non-urban air or from high stacks,175013-18-0,kilogram,30181.34003266246,30485.92991497862,4905.195779774809,0.1625241216747292,emission
"Ethane, 1,2-dichloro-",air,non-urban air or from high stacks,000107-06-2,kilogram,30342.0169244475,30520.37909927302,2602.209012444221,0.08576255886099454,emission
Propoxycarbazone-sodium (prop),soil,agricultural,181274-15-7,kilogram,30042.15721014265,30607.820030705,5414.186776207997,0.1802196406315354,emission
Methiocarb,soil,agricultural,002032-65-7,kilogram,30188.84188292176,30609.9441646402,5254.719816688743,0.1740616561929595,emission
Ethanol,air,,000064-17-5,kilogram,29645.79481347742,30678.90713592003,7357.787916316574,0.2481899359625741,emission
Piperonyl butoxide,soil,agricultural,000051-03-6,kilogram,30349.10353183827,30914.25632189587,6761.465692137499,0.2227896347924828,emission
Phosphorus oxychloride,water,,010025-87-3,kilogram,30763.17362383562,31046.59531653908,3272.181543362281,0.1063668392401154,emission
t-Butyl methyl ether,water,,001634-04-4,kilogram,31554.73980963357,31625.34720427165,2225.243240187802,0.07052009471833584,emission
1-Pentanol,water,surface water,000071-41-0,kilogram,27862.86999299626,31666.12948880391,17260.91063725303,0.6194950714550158,emission
Fluoride,soil,industrial,016984-48-8,kilogram,31297.5402889352,31787.049782275,4935.549581893682,0.1576976828315986,emission
Aluminium,soil,industrial,007429-90-5,kilogram,31348.18658711388,31787.89878746092,1561.144774585382,0.04980016213209325,emission
Antimony-125,air,non-urban air or from high stacks,014234-35-6,kilo Becquerel,31712.37993008742,31988.73218017729,2482.266608286643,0.0782743715154462,emission
Beryllium,air,non-urban air or from high stacks,007440-41-7,kilogram,31185.98830790546,32096.66980357203,5548.344518046112,0.177911453799899,emission
Butadiene,air,,000106-99-0,kilogram,31040.82645674688,32501.63673746158,9207.166300244087,0.2966147281250259,emission
"Ethene, tetrachloro-",air,non-urban air or from high stacks,000127-18-4,kilogram,32569.3157737925,32780.37058796523,2786.06346354747,0.08554258501768489,emission
Cobalt-58,air,non-urban air or from high stacks,013981-38-9,kilo Becquerel,33585.27672076476,33724.5188002125,2004.103986560085,0.05967209986752942,emission
Dithianon,soil,agricultural,003347-22-6,kilogram,32617.68392314597,33845.6448595289,7989.024242912671,0.2449292310801855,emission
Magnesium,soil,industrial,007439-95-4,kilogram,28537.93461057371,33919.94919870664,18814.87171123829,0.6592933920406107,emission
Zinc,air,"low population density, long-term",007440-66-6,kilogram,25210.86922462931,33936.56397698138,31016.29460736084,1.230274701399825,emission
"Transformation, from dump site, inert material landfill",natural resource,land,,square meter,34093.64375035416,34093.64376548196,8.469272005892748e-05,2.484120520501646e-09,natural resource
"Transformation, to dump site, inert material landfill",natural resource,land,,square meter,34093.64375680149,34093.64377583325,9.590655685901906e-05,2.813033348478226e-09,natural resource
2-Aminopropanol,air,urban air close to ground,002749-11-3,kilogram,33360.92480798153,35331.72728539887,10509.08568145261,0.3150118212232033,emission
Diquat dibromide,soil,agricultural,000085-00-7,kilogram,34887.15331010123,35438.14487217755,6354.277908778814,0.1821380452654759,emission
Oxydemeton-methyl,soil,agricultural,000301-12-2,kilogram,34491.48031510748,35440.96249574255,7700.000696735293,0.2232435554052647,emission
Trimethylamine,water,surface water,000075-50-3,kilogram,29665.91781913687,35775.16502610083,21869.38223425296,0.7371887958290464,emission
Oxygen,water,,007782-44-7,kilogram,35903.59487355283,36112.80089403753,3166.717647745606,0.08820057319882088,emission
2-Methyl-1-propanol,air,urban air close to ground,000078-83-1,kilogram,34157.3049312597,36205.83481541251,12429.44486194423,0.3638883362419262,emission
"Yttrium, in ground",natural resource,in ground,007440-65-5,kilogram,36325.12472806117,36348.60258409197,1345.723373704392,0.03704662774811673,natural resource
Ethalfluralin,water,ground-,055283-68-6,kilogram,35833.74956886683,36493.16265633993,7313.990068533762,0.204108979845311,emission
Quizalofop ethyl ester,soil,agricultural,076578-14-8,kilogram,35949.12118452521,36622.29369214932,6454.882586980647,0.1795560607406236,emission
Sulfate,air,non-urban air or from high stacks,014808-79-8,kilogram,36481.25661502387,36680.54447800016,3098.740778797641,0.08494062612748664,emission
Clethodim,air,non-urban air or from high stacks,099129-21-2,kilogram,36928.70852591768,37694.57709735313,7952.627112759613,0.2153508051108318,emission
Metolachlor,water,ground-,051218-45-2,kilogram,36538.38950379886,38070.86919428512,11501.09983676479,0.3147675634573066,emission
"2,4-DB",air,non-urban air or from high stacks,000094-82-6,kilogram,37373.09913946575,38394.48975709596,8019.899341480868,0.2145901604668345,emission
"2,4-D ester",air,non-urban air or from high stacks,053467-11-1,kilogram,37285.30393160004,38639.54108834804,11235.13285927683,0.3013287186792872,emission
Paraquat,air,non-urban air or from high stacks,004685-14-7,kilogram,37782.76320988717,38791.13194068184,9435.469932338647,0.2497294832546691,emission
Prosulfuron,soil,agricultural,094125-34-5,kilogram,39216.24062543725,39635.08009777087,4855.863841881105,0.1238227776155421,emission
Zinc-65,air,non-urban air or from high stacks,013982-39-3,kilo Becquerel,40976.88208504195,41076.79755381218,2859.439515139729,0.06978177376222404,emission
Pymetrozine,soil,agricultural,123312-89-0,kilogram,40268.29169531156,41109.60405621135,8727.71439741754,0.216739127238261,emission
Beryllium,soil,,007440-41-7,kilogram,36380.25488304942,41387.39961433606,22487.03903269467,0.6181110908921094,emission
Quizalofop-P,soil,agricultural,094051-08-8,kilogram,40654.9747550448,41392.54080347977,7183.27660733529,0.1766887484401631,emission
Methyl amine,water,surface water,000074-89-5,kilogram,38211.36429889115,41490.01689966922,17315.04934574408,0.4531387366937469,emission
Ethalfluralin,air,"low population density, long-term",055283-68-6,kilogram,42522.02593254248,43394.78919340613,8882.287374380088,0.2088867399796771,emission
Esfenvalerate,soil,agricultural,066230-04-4,kilogram,42838.81907356127,43975.43472784212,9093.354501254233,0.2122690283697936,emission
Cobalt,soil,industrial,007440-48-4,kilogram,27031.36206102013,44534.41909119592,60240.51256778542,2.228541515288779,emission
Mercury,water,ground-,007439-97-6,kilogram,44148.45189859482,45049.69111190923,5131.208416386396,0.1162262366112483,emission
Chlorosulfonic acid,water,surface water,007790-94-5,kilogram,40127.49647547988,45178.04340534046,22661.42940637465,0.564735689908341,emission
Lactic acid,air,urban air close to ground,000050-21-5,kilogram,43600.35803255904,46027.75312110814,13331.915134879,0.3057753591134102,emission
Sulfentrazone,air,non-urban air or from high stacks,122836-35-5,kilogram,45105.82238269996,46249.17276445763,10871.67333123194,0.2410259420389529,emission
Alachlor,air,non-urban air or from high stacks,015972-60-8,kilogram,45489.53725850341,46710.60045630434,11508.35075466784,0.2529889607201176,emission
Antimony,soil,,007440-36-0,kilogram,32611.21422063153,46741.50594410232,47413.37231993923,1.453897791083875,emission
Iodine,air,,007553-56-2,kilogram,39971.62431092055,47196.44511379908,28536.47907251569,0.7139184249942854,emission
Monochloroethane,air,,000075-00-3,kilogram,45088.98819116001,47247.23374951297,14477.66107086233,0.3210908395079215,emission
o-Nitrotoluene,air,urban air close to ground,000088-72-2,kilogram,46109.83168753427,47451.73629436996,11148.86627363741,0.2417893508956678,emission
Acetone,water,,000067-64-1,kilogram,39906.77422952386,47805.8739556666,32922.20645355286,0.8249778913274411,emission
Acephate,air,non-urban air or from high stacks,030560-19-1,kilogram,47315.69942286397,48659.472978588,11716.6269641116,0.2476266251376571,emission
Methyl lactate,air,urban air close to ground,000547-64-8,kilogram,48139.82952185142,50733.38202501222,14812.32912927825,0.3076938426330467,emission
Beryllium,water,,007440-41-7,kilogram,42301.67422493272,51441.96276900522,33358.60932947812,0.7885883937382426,emission
"Methane, trichlorofluoro-, CFC-11",air,urban air close to ground,000075-69-4,kilogram,48818.1704916638,51697.16571436678,14344.52469807151,0.2938357696243654,emission
Fluxapyroxad,soil,agricultural,907204-31-3,kilogram,51693.32588007365,52189.15971286149,9721.820881970412,0.1880672353047012,emission
Bromuconazole,soil,agricultural,116255-48-2,kilogram,52839.47669249718,53909.50356810442,9801.18984055604,0.1854899112191196,emission
Formamide,water,surface water,000075-12-7,kilogram,47387.71783068588,55180.05466031031,29498.70040953243,0.6224967514774592,emission
Chloroform,air,,000067-66-3,kilogram,52568.5768002345,55336.33623915352,18004.00630483564,0.3424860896130505,emission
"Transformation, to shrub land, sclerophyllous",natural resource,land,,square meter,55627.30641557628,55627.3064385632,0.0001764023088926088,3.171145975948498e-09,natural resource
Diphenylether-compound,water,,000101-84-8,kilogram,55634.10768455935,55803.52039939808,4772.540002805851,0.08578442616291694,emission
"Butylcarbamate, iodopropynyl",air,non-urban air or from high stacks,55406-53-6,kilogram,54304.4871665721,56073.07980258753,12885.74947505218,0.2372870115783763,emission
2-Nitrobenzoic acid,air,urban air close to ground,000552-16-9,kilogram,54756.56138920079,56218.11950850856,13009.12530695149,0.2375811222783829,emission
Triethylene glycol,water,ocean,000112-27-6,kilogram,47851.02057716047,56294.39367482635,34884.38960799936,0.7290208063952948,emission
Thallium,water,surface water,007440-28-0,kilogram,52447.69776999178,57126.28387127661,18374.30858318189,0.3503358462703552,emission
Anthracene,water,surface water,00120-12-7,kilogram,51675.11002087044,57334.65490061945,26988.75254974524,0.5222776020959623,emission
Dipropylamine,air,urban air close to ground,000142-84-7,kilogram,55618.0362708449,58570.20690213313,16670.99592755211,0.2997408223183004,emission
"Vanadium, in ground",natural resource,in ground,7440-62-2,kilogram,58941.02105331932,58938.76877830994,2327.502001986262,0.03948866104441513,natural resource
Chromium VI,air,urban air close to ground,018540-29-9,kilogram,58506.84720171137,61674.93787797014,18501.37343183286,0.3162257806859175,emission
Ziram,soil,agricultural,000137-30-4,kilogram,63121.78456459685,64071.51606592358,12089.56027828229,0.1915275425381901,emission
Bromine,soil,,007726-95-6,kilogram,63639.43883275431,64281.13542423268,7580.808448024291,0.1191212334217277,emission
"Rhenium, in ground",natural resource,in ground,007440-15-5,kilogram,64906.41097366664,64914.63675819302,1880.368604430256,0.0289704603323876,natural resource
Metribuzin,air,non-urban air or from high stacks,021087-64-9,kilogram,63979.1748782357,65702.0658303341,14743.97766631611,0.2304496376262534,emission
Phosphorus trichloride,water,,007719-12-2,kilogram,66203.0852205342,66547.53192846771,6769.495371195665,0.102253472759544,emission
Dimethylamine,air,urban air close to ground,000124-40-3,kilogram,60798.56326305764,66883.73985302779,32749.83464500286,0.5386613249938799,emission
Urea,water,surface water,000057-13-6,kilogram,57154.10781219482,67663.5823223297,41642.48799693076,0.7286000882695192,emission
m-Xylene,water,surface water,000108-38-3,kilogram,61340.67720944615,67746.87573500554,31787.13065075003,0.5182063859877792,emission
Chloroform,water,surface water,000067-66-3,kilogram,64229.8364745166,69857.0584655987,26164.82409982876,0.407362458570321,emission
Ethanol,water,,000064-17-5,kilogram,67967.89131542278,70051.8721013273,17967.24144899457,0.2643489609764835,emission
Molybdenum,soil,,007439-98-7,kilogram,49901.18916533847,70893.11935652008,76205.58874075317,1.527129714048695,emission
Manganese,water,ocean,007439-96-5,kilogram,56267.32516939061,70917.07382361543,52983.40989604783,0.9416372599291565,emission
"Ammonium, ion",water,ocean,014798-03-9,kilogram,70283.07602317883,71309.15078703484,10662.76060482342,0.1517116382513896,emission
Radium-224,water,ocean,013233-32-4,kilo Becquerel,71707.23868295935,71707.23868295935,0.0,0.0,emission
Fomesafen,air,non-urban air or from high stacks,072178-02-0,kilogram,70499.52632357305,72273.06895220696,16789.20703816195,0.2381463807445202,emission
Chloroform,air,non-urban air or from high stacks,000067-66-3,kilogram,73265.56126856394,73703.85739696234,6010.516959750923,0.08203741097019147,emission
Chlorsulfuron,soil,agricultural,064902-72-3,kilogram,72625.86576375838,74296.68251836069,13745.54991793996,0.1892652125160516,emission
Sodium,soil,industrial,007440-23-5,kilogram,72850.11595331009,74321.67237512111,5841.52417899719,0.0801855165575995,emission
Triasulfuron,soil,agricultural,082097-50-5,kilogram,72786.44404450644,74350.32743325795,13281.32804730093,0.1824698021953078,emission
Primisulfuron,soil,agricultural,113036-87-6,kilogram,73614.7389715038,75004.0450885449,14066.99765189219,0.1910894183478326,emission
Dimethyl hexanediol,water,,000110-03-2,kilogram,74705.66528679189,75059.51772865289,7830.871545672423,0.1048229945561697,emission
